Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQual,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,HouseAge,HouseRemodAge,HouseCond,GarageAge,TotalArea,TotalSF,LivAreaRatio,LivLotRatio,RmsPerSqft,BedroomRatio,FlrRatio,Spaciousness,Bldg_1Fam,Bldg_Duplex,Bldg_Twnhs,Bldg_TwnhsE,MedNhbdArea,LgGrLivArea,LgMasVnrArea,OverallAvg,QualSF,NhbQual,ExterQualNum,KitchenQualNum,BsmtQualNum,FireplaceQualNum,GarageQualNum,CompositeQual,BsmtCondNum,BsmtQualityScore,PorchTypes,TotalBath,Cluster,Centroid0,Centroid1,Centroid2,Centroid3,Centroid4,Centroid5,Centroid6,Centroid7,Centroid8,Centroid9,Centroid10,Centroid11,Centroid12,Centroid13,Centroid14,Centroid15,Centroid16,Centroid17,Centroid18,Centroid19
1598,80,RL,85.0,19645,Pave,None,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,7.0,6,1994,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,423.0,GasA,Ex,Y,SBrkr,896,756,0,1652,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,BuiltIn,1994.0,RFn,2.0,473.0,TA,TA,Y,0,0,0,0,0,None,None,WD,Normal,163000.0,16,3,1,16.0,2075.0,1995.0,0.8280701754385965,0.0840926444387885,0.0036319612590799033,0.0018159806295399517,0.5423728813559322,275.3333333333333,1652,0,0,0,1648.0,7.410347097821024,3.8066624897703196,6,13965.0,6.0,3,4.0,4.0,4.0,3.0,3.6,3.0,4,0,3.5,16,3.1468319812920664,1.7428789685421286,2.7029058544625784,4.342909039106435,5.225262086011331,2.1977852975629046,2.676863778743133,2.8002039727404737,5.982988131472364,17.68349890045764,25.343487719814846,2.488691790913365,2.9497327685145254,1.9142071488290624,16.40141655635844,3.1377947299930966,1.4904317038597537,8.467420776707348,3.646263805140914,4.0447389668948555
1599,120,RM,35.0,3907,Pave,None,IR1,HLS,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8.0,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,747.0,Unf,0.0,235.0,982.0,GasA,Gd,Y,SBrkr,1034,0,0,1034,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1989.0,Fin,2.0,598.0,TA,TA,Y,141,36,0,0,0,None,None,WD,Normal,163000.0,21,21,1,21.0,2016.0,1781.0,0.5805727119595733,0.26465318658817505,0.0038684719535783366,0.0009671179883945841,1.0,258.5,0,0,0,1034,1118.0,6.942156705699469,0.0,7,14248.0,6.0,4,4.0,4.0,3.0,3.0,3.6,3.0,4,2,2.0,7,1.200164272404465,2.9169948237842567,2.145370218394702,3.318850568420228,6.822338247148656,1.799908450812355,3.9469784408171664,0.7449968476577639,5.284581088784276,17.827725042430203,27.116631387338685,2.9266937776299913,0.8559842109300825,1.882287862479973,18.252610345186056,3.295779921028268,2.315847973771639,9.650721028711407,2.1857351551441813,5.057685799802331
1600,120,RM,35.0,3907,Pave,None,IR1,HLS,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8.0,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,76.0,Unf,0.0,1115.0,1191.0,GasA,Gd,Y,SBrkr,1191,0,0,1191,0.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Unf,2.0,531.0,TA,TA,Y,112,81,0,0,0,None,None,WD,Normal,163000.0,21,21,1,21.0,2382.0,1267.0,0.9400157853196527,0.30483747120552857,0.0041981528127623844,0.0016792611251049538,1.0,238.2,0,0,0,1191,1118.0,7.083387847625295,0.0,6,10136.0,6.0,4,4.0,4.0,3.0,3.0,3.6,3.0,4,2,2.0,0,0.7172720024197142,2.8408342230935832,2.7007470920664813,2.681535997286481,6.597986148174016,2.2328707635162286,3.6970269345492466,0.9435144644901909,4.624911224579715,17.180732074444293,27.01919476469795,3.0019052341403047,1.4897846361634064,1.8391011102397294,18.17044210334509,3.022031118727771,2.4978311798705355,9.139322288439963,1.5663913289125038,4.635862671457638
1601,30,RM,58.0,8154,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2.0,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,480.0,Unf,0.0,0.0,480.0,GasA,TA,Y,SBrkr,540,0,0,540,0.0,0.0,1,0,1,1,TA,4,Typ,0,None,Detchd,1951.0,Unf,1.0,200.0,Fa,Fa,N,0,0,0,0,0,None,None,ConLw,Normal,163000.0,69,60,3,59.0,1020.0,1020.0,0.5294117647058824,0.06622516556291391,0.007407407407407408,0.001851851851851852,1.0,135.0,540,0,0,0,1128.0,6.293419278846481,0.0,4,2040.0,5.0,3,3.0,3.0,4.0,2.0,3.0,3.0,3,0,1.0,12,2.986453877210252,3.8365680023083946,1.5972880597910988,5.123200841732701,7.392496427410101,1.9473451543735456,5.093623876268585,2.077788394214205,7.114699442316811,19.51463803454788,26.959998259270158,3.5800530187103696,1.2302107956990627,3.0127028225065877,18.10798515971512,4.286992483365174,2.8139568634950773,11.103670361853997,4.01174012142021,6.461848042044857
1602,50,RM,50.0,9140,Pave,None,Reg,HLS,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,5,1921,1975,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,BLQ,308.0,Unf,0.0,321.0,629.0,GasA,Fa,Y,SBrkr,727,380,0,1107,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1950.0,Unf,1.0,625.0,TA,TA,Y,0,56,0,0,200,MnPrv,None,COD,Normal,163000.0,89,35,4,60.0,1736.0,1415.0,0.7823321554770318,0.12111597374179431,0.004516711833785004,0.0018066847335140017,0.6567299006323396,221.4,1107,0,0,0,1128.0,7.010311867307229,0.0,6,8490.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,2,1.0,5,2.2187968544259413,2.2900493645123796,1.6143340555034023,4.187813517467231,6.549286453128989,0.6784705310178641,3.5555072748681487,1.4851534300338567,6.122183256639231,18.44072133940803,26.643472211717157,2.7743907444763414,1.138556777681262,1.5397828876154023,17.730396888509595,3.48453364882511,1.2806211499661693,9.658311078308568,3.141286074667834,4.976692853417395
1603,30,C (all),66.0,8712,Grvl,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4.0,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,0,952,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1896.0,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,None,None,WD,Alloca,163000.0,114,60,4,114.0,1708.0,952.0,1.0,0.10927456382001836,0.005252100840336135,0.0031512605042016808,1.0,190.4,952,0,0,0,1128.0,6.859614903654202,0.0,6,3808.0,5.0,2,3.0,3.0,4.0,3.0,3.0,3.0,3,1,1.0,12,1.5581791639624385,2.923818447349755,1.5247445406117397,3.6870553343460117,6.480566691268645,1.628283518895043,4.057887662587447,0.6794217539558077,5.675865159611358,18.13302432367429,26.60378000535596,2.601729371884404,0.3874511916719581,1.9517715455875566,17.729651730686548,3.1054682876185304,2.1663717759739987,9.856385463850945,2.573318036162074,5.257660620796012
1604,120,RM,44.0,3811,Pave,None,IR1,HLS,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8.0,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,525.0,TA,TA,Y,128,53,0,0,155,None,None,WD,Normal,163000.0,6,5,0,6.0,3240.0,3019.0,0.545213646902948,0.43190763579113095,0.003037667071688943,0.001215066828675577,1.0,329.2,0,0,0,1646,1648.0,7.4067107301776405,5.231108616854587,6,24152.0,6.0,4,4.0,5.0,4.0,3.0,4.0,3.0,4,3,3.5,18,1.524286989174335,3.2573373265659726,4.145335867208859,1.3171594773801127,6.284571650450003,3.639021348982141,3.5174401666953603,2.4222863998530246,3.0204318769117164,15.597291106916774,26.865579132378564,3.539415617297308,3.1783638311748024,2.6122677814926174,18.083699109473393,2.966495957782,3.491697198082671,7.926087545905748,0.8610326968323588,3.8387115354974197
1605,60,RL,85.0,11050,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8.0,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,434.0,1049.0,GasA,Ex,Y,SBrkr,1036,880,0,1916,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,Y,0,70,0,0,0,None,None,WD,Normal,163000.0,12,11,1,12.0,2965.0,2531.0,0.7570130383247728,0.17339366515837104,0.0041753653444676405,0.0015657620041753654,0.5407098121085595,239.5,1916,0,0,0,1282.0,7.558516743045645,0.0,6,20248.0,5.0,4,4.0,4.0,3.0,3.0,3.6,3.0,4,1,3.5,1,2.5241427824748994,0.3408470248109179,3.5350455409391346,3.282191611916664,5.6923144646367465,2.1938908418878786,1.2525820361405728,2.638064968385722,4.799959067130476,16.65165508107839,26.21346980920524,3.114496961382172,3.0567426594433327,0.9833154069464285,17.3005169712524,3.1437736666761915,1.2418911482587298,7.405914282100532,2.726508254631071,2.707819040817202
1606,80,RL,74.0,9620,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6.0,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,679.0,Unf,0.0,564.0,1243.0,GasA,TA,Y,SBrkr,1285,0,0,1285,0.0,1.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1977.0,Unf,2.0,473.0,TA,TA,Y,375,26,0,0,0,GdPrv,Shed,WD,Normal,163000.0,33,33,2,33.0,2528.0,1964.0,0.6542769857433809,0.13357588357588357,0.004669260700389105,0.0023346303501945525,1.0,214.16666666666666,1285,0,0,0,1282.0,7.1592919047975645,0.0,6,11784.0,5.0,3,4.0,3.0,2.0,3.0,3.0,3.0,3,2,2.5,0,0.11308979910743078,2.6943478933121896,2.846370699987888,2.163869593240683,5.821376592387507,2.5072447781055254,3.454141511259704,0.8946226038491347,4.155174288041135,16.646294226242595,26.261944610211405,2.759335827976373,1.7579590584070157,1.7737751717850072,17.418276316411756,2.232710982476074,2.5129962365065985,8.671169254404482,1.046337302222166,4.268539855196716
1607,90,RL,68.0,12760,Pave,None,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6.0,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1958.0,1958.0,GasA,TA,Y,SBrkr,2048,0,0,2048,0.0,0.0,3,0,5,2,TA,9,Typ,0,None,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,0,0,0,None,None,ConLD,Normal,163000.0,34,34,2,34.0,4006.0,2048.0,1.0,0.16050156739811913,0.00439453125,0.00244140625,1.0,227.55555555555554,0,2048,0,0,1282.0,7.6251071482389,0.0,6,12288.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,0,3.0,3,2.965232831757885,4.146576656992909,5.559061572151509,0.8195300111354988,5.317616293034576,5.148957357412585,3.9033573419118524,3.8589439335714153,1.1908026147021091,13.766113912726727,25.67647791260033,4.379709794185509,4.730855786056776,3.845477800306905,17.00473726965631,2.8794745940754063,4.7104490089916045,6.606853904981378,1.9356269119592382,3.4493190901586703
1608,20,RL,88.0,11896,Pave,None,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7.0,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,0,1346,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2008.0,Fin,3.0,660.0,TA,TA,Y,100,48,0,0,0,None,None,WD,Normal,163000.0,2,2,0,2.0,2682.0,1424.0,0.9452247191011236,0.11314727639542703,0.004457652303120356,0.002228826151560178,1.0,224.33333333333334,1346,0,0,0,1650.5,7.205635176410364,4.110873864173311,6,9968.0,7.0,4,4.0,4.0,3.0,3.0,3.6,3.0,4,2,3.0,0,0.47951319884389454,2.750534658681138,3.141401930271067,1.8543155799946305,5.489765450134601,2.8074251840999813,3.4001379283583844,1.2122502015672434,3.8418587571444376,16.285399098871114,25.942260848616314,2.853263436368262,2.0978428557799926,1.9240860427136723,17.108927042208844,1.8979349894561064,2.692743154762238,8.393956351017074,0.8089906039006005,4.091695256451485
1609,20,RL,73.0,9803,Pave,None,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7.0,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1214.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,1214,0.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2010.0,RFn,2.0,520.0,TA,TA,Y,0,25,0,0,0,None,None,New,Partial,163000.0,1,0,0,0.0,2428.0,1214.0,1.0,0.12383964092624707,0.004942339373970346,0.0016474464579901153,1.0,202.33333333333334,1214,0,0,0,1650.5,7.102499355774649,0.0,6,8498.0,7.0,4,4.0,4.0,4.0,3.0,3.8,3.0,4,1,2.0,0,0.3026492107851443,2.7071779889202703,2.7058437354360723,2.384759911177371,5.885252181480021,2.3650107931030675,3.538587562174605,0.6794612447876149,4.375789653195319,16.84648798214706,26.266195197527804,2.7895960866673657,1.5433409773488067,1.7517398216754532,17.41847413471585,2.2980867356833996,2.434058133438949,8.845492861997768,1.2762708100118683,4.416570918821998
1610,60,RL,73.0,9802,Pave,None,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5.0,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,744,700,0,1444,0.0,0.0,2,1,3,1,TA,7,Typ,0,None,BuiltIn,2007.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,None,None,WD,Normal,163000.0,4,3,0,3.0,1828.0,1444.0,1.0,0.14731687410732502,0.004847645429362881,0.002077562326869806,0.5152354570637119,206.28571428571428,1444,0,0,0,1650.5,7.275864600546533,0.0,5,7220.0,7.0,3,3.0,4.0,4.0,3.0,3.4,3.0,4,1,2.5,16,2.9085096102089882,1.7659959777621643,2.035211572183043,4.5535263827346295,6.48462766814572,0.9913663464370691,3.000333137640925,2.4005138495549936,6.350799326752535,18.45418178883942,26.63076748108631,2.649390237303677,2.2407540887130075,1.5527906672805964,17.692370606200125,3.83743832903576,0.8170344236602142,9.226820377838784,3.641343042202539,4.555636280075598
1611,20,RL,85.0,15300,Pave,None,Reg,Bnk,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,5,1965,1977,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,42.0,Unf,0.0,1026.0,1068.0,GasA,TA,Y,SBrkr,1264,0,0,1264,1.0,0.0,1,0,2,1,TA,7,Typ,1,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,None,None,WD,Normal,163000.0,45,33,2,45.0,2332.0,1306.0,0.9678407350689127,0.08261437908496733,0.005537974683544304,0.0015822784810126582,1.0,180.57142857142858,1264,0,0,0,1282.0,7.142827401161621,0.0,5,6530.0,5.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3,0,2.0,0,0.9136734688499618,2.6770737417147297,2.5899097189007114,2.456440166746474,5.211810474235722,2.5458062391480696,3.4853297957334592,0.9659020228444268,4.401301136510727,16.722033586232605,25.58820513845407,2.389098944524286,1.784097100856348,1.8601574282187796,16.72825201476338,1.6783321139632088,2.449843175099998,8.689120898024047,1.5089658542269402,4.3369877044468375
1612,20,RL,93.0,10114,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0,0,0,0,0,None,None,WD,Normal,163000.0,6,5,0,6.0,2860.0,1430.0,1.0,0.14138817480719795,0.0048951048951048955,0.002097902097902098,1.0,204.28571428571428,1430,0,0,0,1282.0,7.266128779556451,0.0,5,7150.0,5.0,3,4.0,5.0,4.0,3.0,3.8,3.0,4,0,2.0,18,0.6357480117254787,2.8372674854701843,3.429804063421297,1.5400974608026148,5.627738590214308,3.0273408626861182,3.3701013342589317,1.5256145073418543,3.5282727502486737,16.03178326299188,26.131237831146052,3.0211193698056036,2.3885548005000565,2.05635505657275,17.312239368134584,2.0881490581968567,2.8859984049998517,8.205430639070743,0.43886641988560193,3.9514536647142786
1613,20,RL,68.0,11875,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1344.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,2001.0,Unf,2.0,686.0,TA,TA,Y,328,0,0,0,0,None,None,WD,Normal,163000.0,11,11,1,9.0,2688.0,1344.0,1.0,0.11317894736842106,0.005208333333333333,0.002232142857142857,1.0,192.0,1344,0,0,0,1282.0,7.20414929203594,0.0,5,6720.0,5.0,3,3.0,4.0,4.0,3.0,3.4,3.0,4,1,2.0,0,0.48425276956960844,2.7570385131762616,3.1548731473885563,1.8502371301201201,5.494947913022303,2.81376791572852,3.404960887853841,1.2183621277379553,3.837411021655159,16.280199925186672,25.944197287969885,2.8725614370265102,2.1028359455193653,1.9307024418214507,17.11160148020861,1.9030921910277516,2.69994607570295,8.393479336347944,0.8061707429943039,4.0939102459736425
1614,120,RM,31.0,2394,Pave,None,Reg,Low,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,5.0,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,915.0,Unf,0.0,30.0,945.0,GasA,Ex,Y,SBrkr,945,0,0,945,1.0,1.0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1973.0,RFn,1.0,253.0,TA,TA,Y,174,0,56,0,108,None,None,WD,Normal,163000.0,37,37,2,37.0,1890.0,1860.0,0.5080645161290323,0.39473684210526316,0.005291005291005291,0.0021164021164021165,1.0,189.0,0,0,945,0,1092.0,6.852242569051878,0.0,6,9300.0,4.0,3,3.0,4.0,1.0,3.0,2.8,3.0,4,3,2.5,12,1.5459188534804402,3.0906064930885244,2.1129095005435063,3.65169563389937,7.123714692399131,1.7362169176324558,4.163772759758775,1.0151026966000483,5.609139147301992,18.152392770498402,27.34983301221551,3.1451279661918474,0.7833579309893587,2.070944557351074,18.485672031719787,3.6144828351093214,2.398929012798913,9.945484202174747,2.522562403268407,5.3268725607355805
1615,160,RM,21.0,1476,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4.0,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,176.0,Unf,0.0,370.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,None,1970.0,None,0.0,0.0,None,None,Y,200,26,0,0,0,None,None,WD,Normal,163000.0,40,40,2,40.0,1638.0,1268.0,0.861198738170347,0.7398373983739838,0.004578754578754579,0.0027472527472527475,0.5,218.4,0,0,1092,0,1092.0,6.996681488176539,0.0,6,5072.0,4.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,2,1.5,5,2.957282656340691,2.6536043732844807,2.1260594345367485,4.898159449106963,7.613819588979088,0.6604819142032587,3.8841107794736325,2.337541504059893,6.7840380211451405,19.13738110987711,27.697764694123418,3.5029156108303514,1.8100872822750098,2.0699561008815106,18.77898090977341,4.555224586406642,1.6378875551398755,10.13681162026778,3.850797618689604,5.400430401610447
1616,160,RM,21.0,1900,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4.0,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,None,1970.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,None,None,WD,Normal,163000.0,40,40,2,40.0,1638.0,1092.0,1.0,0.5747368421052632,0.004578754578754579,0.0027472527472527475,0.5,218.4,0,0,0,1092,1092.0,6.996681488176539,0.0,4,4368.0,4.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,0,1.5,5,2.9408354224453634,2.6302884060045217,2.103306284993671,4.883107706720009,7.568726410201599,0.623421099413452,3.8663102376662004,2.314027108204387,6.77115793985907,19.119599676127997,27.645160027063515,3.479528246048359,1.7884501947976883,2.0467244001984723,18.726428590578507,4.518252786756424,1.6054271973617915,10.118932992639692,3.836149319483357,5.383961316165201
1617,160,RM,21.0,1890,Pave,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4.0,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,294.0,Unf,0.0,252.0,546.0,GasA,TA,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,Attchd,1972.0,Unf,1.0,286.0,TA,TA,Y,0,0,64,0,0,None,None,WD,Normal,163000.0,38,38,2,38.0,1638.0,1386.0,0.7878787878787878,0.5777777777777777,0.004578754578754579,0.0027472527472527475,0.5,218.4,0,0,0,1092,1092.0,6.996681488176539,0.0,5,5544.0,4.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,1,1.5,5,2.941213073813028,2.630828041280591,2.103829931891055,4.883456420548434,7.569788625488362,0.6242672034712738,3.8667223992627844,2.3145700664153512,6.771457083119598,19.120017499534082,27.64640065202087,3.4800720823535642,1.7889449152197365,2.047259098669307,18.727667953171398,4.519120882293979,1.6061796071973509,10.119351733621569,3.836486768357922,5.384344137650224
1618,20,RL,50.0,6953,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,469.0,Unf,0.0,395.0,864.0,GasA,Ex,Y,SBrkr,874,0,0,874,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1971.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,None,None,ConLD,Normal,163000.0,39,6,2,39.0,1738.0,1343.0,0.6507818317200298,0.12570113620020135,0.005720823798627002,0.003432494279176201,1.0,174.8,874,0,0,0,1282.0,6.774223886357614,0.0,6,6715.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,0,1.0,12,1.6229701477000162,3.0561127130601045,1.8003401409591424,3.7782080480087172,6.753654847397303,1.6332091515582692,4.195649841855402,0.7771088256712548,5.76760985105784,18.24002957515656,26.829809008342956,2.9925043230501953,0.18319765783309638,2.0592834446919395,17.96408492218238,3.33154794419819,2.273154990843137,10.002999806917597,2.6527156105699214,5.39857038214018
1619,20,RL,76.0,12887,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,7,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,590.0,36.0,833.0,GasA,TA,Y,SBrkr,833,0,0,833,1.0,0.0,1,0,2,1,Gd,5,Typ,0,None,Attchd,1984.0,Unf,2.0,495.0,TA,TA,Y,431,0,0,0,0,MnPrv,None,WD,Normal,163000.0,26,26,1,26.0,1666.0,1630.0,0.5110429447852761,0.06463878326996197,0.006002400960384154,0.0024009603841536613,1.0,166.6,833,0,0,0,1282.0,6.726233402358747,0.0,6,8150.0,5.0,3,4.0,4.0,4.0,3.0,3.6,3.0,4,1,2.0,12,1.8301504170940892,3.1050575928395543,1.8172276553595577,3.8618215287802014,6.216149679104561,1.8778101464682504,4.24654475879025,0.9347555183586356,5.840208479837768,18.162160151293108,26.116744376921027,2.941106553188101,0.7022968259705575,2.2007777494301313,17.252980533943674,2.9447798940928345,2.328514710493645,9.951426573070538,2.799623904095791,5.430471352608002
1620,90,RL,70.0,7700,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5.0,2,1985,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1216.0,1216.0,GasA,Gd,Y,SBrkr,1216,1216,0,2432,0.0,0.0,4,2,4,2,TA,10,Typ,0,None,Attchd,1985.0,Unf,2.0,616.0,TA,Fa,Y,200,0,0,0,0,None,Shed,WD,Normal,163000.0,25,24,1,25.0,3648.0,2432.0,1.0,0.31584415584415587,0.004111842105263158,0.001644736842105263,0.5,243.2,0,2432,0,0,1282.0,7.796880342783522,0.0,4,12160.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,1,5.0,6,3.616401014183316,1.529138367418984,4.827181931047169,3.66801583409214,6.156264789797581,3.45895600148567,0.6183009848790496,3.9511364118024312,4.663008999419737,15.954576990588285,26.643091127569043,4.047109739758572,4.415596378678694,2.319763150409899,17.776444650264697,4.110753459384398,2.562337915890974,6.338945047249138,3.486047306888,1.7359496262379286
